[0.000000] (-) TimerEvent: {}
[0.000422] (my_robot_description) JobQueued: {'identifier': 'my_robot_description', 'dependencies': OrderedDict()}
[0.231590] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_finger2_lower.stl\n'}
[0.231968] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_elbow_outword.stl\n'}
[0.232961] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_palm.stl\n'}
[0.233554] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_S_to_C.stl\n'}
[0.233796] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_forarm_cover.stl\n'}
[0.233949] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_finger1_lower.stl\n'}
[0.234087] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_wrist.stl\n'}
[0.234230] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_elbow_middle.stl\n'}
[0.234375] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_bisecp_uper.stl\n'}
[0.234556] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_elbow_to_forarm_upper.stl\n'}
[0.234898] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_finger3_upper.stl\n'}
[0.235051] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_thomb_to_palm.stl\n'}
[0.235237] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_forarm_internal_support.stl\n'}
[0.235377] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_finger1_middle.stl\n'}
[0.235517] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_elbow_inword.stl\n'}
[0.236055] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_thomb_midle.stl\n'}
[0.236604] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/.stl\n'}
[0.237337] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_finger4_upper.stl\n'}
[0.237925] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_finger2_middle.stl\n'}
[0.238417] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_forarm_lower_1.stl\n'}
[0.238902] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_finger2_upper.stl\n'}
[0.239828] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/right_arm/right_finger3_middle.stl\n'}
[0.240167] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/head\n'}
[0.240440] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/head/head.stl\n'}
[0.240739] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm\n'}
[0.241073] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger1_lower.stl\n'}
[0.242218] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger4_middle.stl\n'}
[0.242640] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_Bisecp_lower.stl\n'}
[0.244130] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_palm.stl\n'}
[0.244377] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger4_lower.stl\n'}
[0.244602] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_forarm_cover.stl\n'}
[0.244854] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_S_to_C.stl\n'}
[0.244996] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_thomb_to_palm.stl\n'}
[0.245223] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger3_lower.stl\n'}
[0.245404] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_wrist.stl\n'}
[0.245580] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger2_middle.stl\n'}
[0.248975] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_thomb_upper.stl\n'}
[0.249779] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger1_middle.stl\n'}
[0.250054] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/Left_elbow_outword.stl\n'}
[0.250302] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger3_middle.stl\n'}
[0.250535] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger2_upper.stl\n'}
[0.250904] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_S_to_Bisecp.stl\n'}
[0.253713] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/Left_bisecp_uper.stl\n'}
[0.254824] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger4_upper.stl\n'}
[0.255425] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/Left_forarm_internal_support.stl\n'}
[0.255771] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_elbow_midle.stl\n'}
[0.256084] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_elbow_to_forarm_upper.stl\n'}
[0.256332] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_thomb_midle.stl\n'}
[0.256566] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger2_lower.stl\n'}
[0.257241] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger3_upper.stl\n'}
[0.258191] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_elbow_inword.stl\n'}
[0.258884] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/Left_forarm_lower_1.stl\n'}
[0.259261] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/left_arm/left_finger1_upper.stl\n'}
[0.259443] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/chest\n'}
[0.259722] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description//meshes/chest/chest.STL\n'}
[0.260031] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/ament_index/resource_index/package_run_dependencies/my_robot_description\n'}
[0.260269] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/ament_index/resource_index/parent_prefix_path/my_robot_description\n'}
[0.260494] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/environment/ament_prefix_path.sh\n'}
[0.260707] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/environment/ament_prefix_path.dsv\n'}
[0.260885] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/environment/path.sh\n'}
[0.261022] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/environment/path.dsv\n'}
[0.261231] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/local_setup.bash\n'}
[0.261432] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/local_setup.sh\n'}
[0.261648] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/local_setup.zsh\n'}
[0.262126] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/local_setup.dsv\n'}
[0.262347] (my_robot_description) StdoutLine: {'line': b'-- Installing: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/package.dsv\n'}
[0.262580] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/ament_index/resource_index/packages/my_robot_description\n'}
[0.262869] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/cmake/my_robot_descriptionConfig.cmake\n'}
[0.263088] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/cmake/my_robot_descriptionConfig-version.cmake\n'}
[0.263290] (my_robot_description) StdoutLine: {'line': b'-- Up-to-date: /home/shreyas/ros2_ws/install/my_robot_description/share/my_robot_description/package.xml\n'}
[0.263449] (my_robot_description) CommandEnded: {'returncode': 0}
[0.301586] (-) TimerEvent: {}
[0.312545] (my_robot_description) JobEnded: {'identifier': 'my_robot_description', 'rc': 0}
[0.314671] (-) EventReactorShutdown: {}
